"","market_id","created_at","actual_delivery_time","store_id","store_primary_category","order_protocol","total_items","subtotal","num_distinct_items","min_item_price","max_item_price","total_onshift_dashers","total_busy_dashers","total_outstanding_orders","estimated_order_place_duration","estimated_store_to_consumer_driving_duration"
"7779",4,2015-01-23 03:35:16,2015-01-23 04:59:36,326,"mediterranean",2,1,1450,1,1450,1450,84,89,128,251,721
"7780",5,2015-02-05 21:48:48,2015-02-05 22:40:16,2254,"burger",4,4,1344,3,200,365,24,14,13,251,607
"7781",1,2015-01-22 04:50:38,2015-01-22 05:21:14,6263,"pizza",5,2,3290,2,1035,1355,40,25,25,251,270
"7782",4,2015-02-03 03:42:29,2015-02-03 04:27:42,5744,NA,1,2,1690,2,795,895,16,16,23,446,288
"7783",2,2015-02-06 02:27:22,2015-02-06 03:09:24,6791,NA,NA,4,1750,4,295,665,120,65,95,446,512
"7784",1,2015-01-26 19:39:27,2015-01-26 20:21:38,2542,"sandwich",3,1,1395,1,1395,1395,12,12,11,251,649
"7785",1,2015-01-27 02:49:48,2015-01-27 03:29:51,2073,"burger",3,2,2790,1,1395,1395,16,13,12,251,448
"7786",4,2015-01-24 19:58:07,2015-01-24 20:48:14,1358,"american",1,3,1665,3,175,1195,27,44,36,446,362
"7787",2,2015-01-28 01:28:47,2015-01-28 02:23:56,2089,"chinese",3,2,2475,2,1225,1250,60,44,46,251,665
"7788",1,2015-02-04 20:47:26,2015-02-04 21:20:17,376,"fast",4,5,905,3,169,229,30,31,33,251,243
"7789",1,2015-01-28 00:28:45,2015-01-28 01:34:30,2724,"pizza",3,1,1379,1,1379,1379,11,12,18,251,422
"7790",4,2015-02-01 00:38:07,2015-02-01 01:22:30,5112,"burmese",4,6,5940,5,300,1150,24,24,27,446,339
"7791",1,2015-02-06 19:17:07,2015-02-06 20:34:07,6664,"pizza",1,4,2742,4,63,1499,5,4,3,446,301
"7792",2,2015-02-16 01:11:22,2015-02-16 02:07:08,1076,"american",3,4,4050,3,575,1325,99,94,129,251,872
"7793",2,2015-02-11 19:28:41,2015-02-11 20:12:30,546,"mexican",2,4,960,2,240,240,41,41,69,251,279
"7794",5,2015-02-16 02:14:42,2015-02-16 03:07:19,1999,"thai",5,3,2250,3,200,1100,49,34,62,251,346
"7795",4,2015-02-12 02:14:38,2015-02-12 03:04:38,6255,"american",3,3,1715,3,525,595,104,104,172,251,703
"7796",1,2015-02-06 03:27:23,2015-02-06 03:57:30,3016,"other",5,2,1675,2,825,850,20,22,32,251,449
"7797",4,2015-02-06 03:42:51,2015-02-06 04:29:07,3748,"mediterranean",2,3,3100,3,600,1350,95,69,108,251,416
"7798",1,2015-02-09 04:19:15,2015-02-09 05:05:35,2577,"american",1,1,1259,1,1139,1139,10,11,24,446,489
"7799",1,2015-02-18 02:49:10,2015-02-18 03:37:21,3801,"american",5,2,1910,2,945,965,47,47,64,251,161
"7800",2,2015-02-08 20:45:40,2015-02-08 21:26:51,314,"mexican",5,7,3421,4,275,999,66,65,73,251,479
"7801",5,2015-02-11 21:04:12,2015-02-11 21:54:05,1716,"american",1,2,1198,2,449,749,13,13,18,446,288
"7802",1,2015-02-06 01:48:49,2015-02-06 02:43:54,1145,"pizza",5,7,6600,6,600,1150,47,43,48,251,799
"7803",4,2015-02-11 02:05:12,2015-02-11 03:10:51,4986,"chinese",5,7,9200,6,200,2200,91,93,146,251,872
"7804",1,2015-01-27 03:40:35,2015-01-27 04:13:22,2367,"american",1,2,1500,2,325,1175,14,14,17,446,717
"7805",1,2015-02-17 20:16:16,2015-02-17 21:18:17,668,"italian",3,1,1525,1,1275,1275,0,0,0,251,663
"7806",1,2015-02-06 01:09:50,2015-02-06 01:48:05,3611,"latin-american",5,3,4200,3,500,3100,22,22,22,251,726
"7807",3,2015-02-16 03:44:39,2015-02-16 04:34:40,131,"american",1,2,1890,2,595,1295,14,14,13,446,331
"7808",2,2015-02-14 01:38:32,2015-02-14 02:43:56,6662,"italian",3,5,6232,3,701,1809,49,44,62,251,1029
"7809",2,2015-02-05 01:26:42,2015-02-05 02:10:32,6720,"barbecue",1,2,2179,2,695,894,59,45,59,446,330
"7810",4,2015-02-09 17:46:27,2015-02-09 18:28:51,6313,"dessert",5,2,2465,2,550,1295,6,6,11,251,638
"7811",2,2015-02-06 03:49:01,2015-02-06 04:26:51,480,"salad",1,6,5022,4,699,925,94,71,102,446,597
"7812",6,2015-02-07 19:45:40,2015-02-07 20:42:06,379,"korean",1,2,1408,2,509,799,4,4,5,446,287
"7813",4,2015-02-11 02:09:31,2015-02-11 03:01:27,4747,"pakistani",3,7,3635,6,195,1095,80,80,104,251,268
"7814",4,2015-02-09 05:40:56,2015-02-09 06:10:27,6889,"dessert",1,3,2385,3,795,795,17,16,18,446,677
"7815",1,2015-02-07 01:52:42,2015-02-07 02:23:28,4271,"breakfast",1,4,3850,4,400,1500,47,47,54,446,440
"7816",5,2015-02-08 04:06:57,2015-02-08 04:45:32,2236,"salad",1,2,949,2,199,750,32,18,24,446,567
"7817",4,2015-02-13 01:30:36,2015-02-13 02:33:58,6528,"japanese",1,6,3600,4,200,1300,96,90,133,446,791
"7818",2,2015-01-23 03:38:36,2015-01-23 04:29:49,423,NA,1,4,2720,4,495,895,41,50,72,446,746
"7819",4,2015-02-12 05:31:57,2015-02-12 05:58:03,2237,"mexican",1,3,450,1,150,150,30,22,23,446,771
"7820",1,2015-01-22 01:32:21,2015-01-22 02:39:58,2216,"burger",1,4,2676,3,309,769,11,11,18,446,529
"7821",2,2015-02-02 04:27:25,2015-02-02 05:34:12,4069,"dessert",3,10,7390,5,499,799,63,63,99,251,827
"7822",6,2015-02-02 18:33:25,2015-02-02 19:28:50,5201,"thai",5,2,1150,2,250,900,1,1,2,251,163
"7823",4,2015-02-10 04:17:00,2015-02-10 04:43:56,2674,"vietnamese",1,2,1400,1,700,700,40,25,33,446,614
"7824",3,2015-02-05 23:57:14,2015-02-06 01:42:27,631,"fast",4,2,740,2,319,421,6,6,8,251,1286
"7825",2,2015-02-11 02:09:06,2015-02-11 03:12:52,6854,"caribbean",1,10,8395,8,200,1475,103,65,95,446,327
"7826",2,2015-01-28 15:55:31,2015-01-28 16:52:48,6566,"cafe",4,2,940,2,295,375,3,2,4,251,812
"7827",2,2015-02-18 03:25:30,2015-02-18 04:37:17,1770,"other",1,12,8450,8,250,950,81,52,56,446,804
"7828",5,2015-01-27 19:46:40,2015-01-27 20:18:54,2075,"sandwich",3,2,1757,2,199,1259,19,19,20,251,282
"7829",2,2015-01-24 19:58:04,2015-01-24 20:32:04,4574,"burger",1,2,1444,2,379,1065,47,55,63,446,498
"7830",4,2015-02-07 02:33:17,2015-02-07 03:41:50,558,"seafood",5,5,7950,4,1300,1650,83,82,145,251,156
"7831",5,2015-02-16 00:33:27,2015-02-16 01:21:48,6798,"burger",4,3,1307,2,309,499,15,15,16,251,518
"7832",1,2015-02-13 03:46:24,2015-02-13 04:40:06,1506,"brazilian",3,2,2950,2,1350,1350,25,24,28,251,337
"7833",1,2015-01-26 20:39:55,2015-01-26 21:15:22,719,"american",1,4,4150,3,600,1200,17,17,17,446,254
"7834",2,2015-02-03 17:30:02,2015-02-03 18:17:56,6566,"cafe",4,2,750,2,375,375,8,7,7,251,694
"7835",3,2015-01-31 04:13:21,2015-01-31 04:47:15,3612,"american",5,1,700,1,700,700,43,45,43,251,493
"7836",2,2015-02-14 00:34:07,2015-02-14 01:05:09,2547,"italian",5,3,2600,2,600,1400,44,38,38,251,144
"7837",2,2015-02-12 03:39:10,2015-02-12 04:24:36,6209,"american",5,2,1685,2,395,1095,56,56,102,251,652
"7838",2,2015-02-13 19:52:38,2015-02-13 20:43:29,459,"italian",5,4,5300,4,750,1600,75,69,103,251,644
"7839",1,2015-02-12 23:30:03,2015-02-13 00:20:43,2722,"mexican",3,5,3385,5,275,1095,6,4,3,251,836
"7840",4,2015-02-01 03:38:17,2015-02-01 04:19:12,4036,"salad",1,2,2600,2,1100,1500,42,44,77,251,161
"7841",2,2015-02-14 03:43:57,2015-02-14 05:03:39,1871,"japanese",1,2,2290,2,695,1595,144,138,276,446,272
"7842",3,2015-01-31 04:05:55,2015-01-31 04:26:19,4651,"chinese",1,4,3095,3,289,859,15,22,25,446,486
"7843",2,2015-01-25 02:31:53,2015-01-25 03:33:40,6388,"dessert",5,3,2635,3,495,1095,116,122,174,251,450
"7844",2,2015-02-13 18:59:08,2015-02-13 19:28:39,4018,"fast",4,2,1089,2,500,589,33,32,44,251,272
"7845",4,2015-02-14 02:44:33,2015-02-14 03:31:32,6717,"dessert",5,2,2590,2,1295,1295,80,74,119,251,805
"7846",4,2015-01-30 03:24:21,2015-01-30 03:56:58,6917,"vietnamese",5,1,1370,1,795,795,122,111,183,251,410
"7847",2,2015-01-31 05:31:56,2015-01-31 05:51:15,2354,"chinese",3,2,2098,2,699,1199,67,62,71,251,235
"7848",4,2015-01-25 20:57:00,2015-01-25 21:35:35,2378,"american",2,9,5855,9,195,1195,36,54,33,251,258
"7849",1,2015-01-28 22:27:49,2015-01-28 23:04:02,4950,"american",1,2,2300,1,1150,1150,14,13,12,446,462
"7850",4,2015-02-14 19:23:16,2015-02-14 19:56:39,1332,"hawaiian",3,8,5430,8,225,1095,32,32,43,251,555
"7851",2,2015-02-06 02:27:44,2015-02-06 03:07:10,5789,"greek",5,4,4396,4,99,2399,120,65,95,251,275
"7852",3,2015-02-14 21:47:12,2015-02-14 22:49:17,4410,"smoothie",4,2,1258,2,449,529,20,18,18,251,832
"7853",4,2015-02-15 19:49:02,2015-02-15 20:32:36,386,"other",3,6,4525,4,200,1250,37,37,50,251,371
"7854",4,2015-01-25 04:40:43,2015-01-25 05:33:34,4998,"pizza",5,3,5147,3,507,2125,59,96,97,251,342
"7855",2,2015-02-13 00:56:00,2015-02-13 02:05:05,5721,"burger",4,4,1956,2,309,669,60,48,55,251,814
"7856",3,2015-02-12 01:56:38,2015-02-12 02:32:13,2743,"italian",2,2,2200,2,400,1800,44,39,40,251,578
"7857",4,2015-02-10 20:20:20,2015-02-10 21:00:10,5085,"sandwich",3,3,2014,3,342,1113,37,34,55,251,551
"7858",2,2015-01-24 02:35:31,2015-01-24 04:03:53,6479,"sandwich",3,3,2541,3,529,829,131,125,210,251,530
"7859",3,2015-02-08 01:39:45,2015-02-08 02:47:23,4703,"thai",3,8,7870,7,200,1595,46,34,36,251,1348
"7860",1,2015-01-31 18:34:37,2015-01-31 19:26:15,2820,"breakfast",1,2,2220,2,825,1095,9,9,16,446,216
"7861",2,2015-01-28 20:20:44,2015-01-28 21:16:34,1234,"thai",2,3,3100,3,900,1200,40,40,47,251,254
"7862",1,2015-01-24 04:00:03,2015-01-24 04:44:13,3624,"mexican",1,2,3050,2,1400,1650,63,64,74,446,654
"7863",2,2015-02-01 02:08:09,2015-02-01 03:04:30,3849,"breakfast",2,3,1875,1,625,625,104,101,153,251,866
"7864",4,2015-01-30 01:35:07,2015-01-30 02:30:26,606,"chinese",5,6,4280,4,150,1095,109,105,151,251,1043
"7865",4,2015-01-22 23:20:35,2015-01-22 23:49:01,4367,"salad",2,2,2115,2,495,1125,20,19,22,251,404
"7866",4,2015-01-21 21:19:59,2015-01-21 22:00:11,1853,"mexican",3,8,6265,2,700,850,30,24,24,251,681
"7867",1,2015-02-07 22:56:20,2015-02-07 23:49:48,4898,"dessert",4,2,3045,2,1095,1950,20,20,26,251,623
"7868",1,2015-01-25 05:15:56,2015-01-25 05:47:22,4735,"pizza",3,3,3977,3,1079,1399,9,9,10,251,868
"7869",2,2015-02-07 05:30:26,2015-02-07 06:23:04,777,"fast",4,16,1185,4,0,279,50,52,86,251,458
"7870",5,2015-02-15 03:37:38,2015-02-15 04:41:24,6195,"pakistani",3,5,2396,3,150,649,28,28,50,251,809
"7871",2,2015-02-13 01:11:18,2015-02-13 01:52:26,4210,"mexican",2,2,1940,2,895,1045,69,61,70,251,627
"7872",2,2015-02-15 02:29:22,2015-02-15 03:20:17,5694,"burger",4,3,1397,3,249,729,93,77,144,251,432
"7873",2,2015-02-08 22:03:46,2015-02-08 22:31:28,6078,"fast",4,13,1145,5,0,329,62,63,69,251,202
"7874",2,2015-02-13 04:06:06,2015-02-13 04:55:07,5093,"italian",1,2,3098,2,1549,1549,113,101,145,446,587
"7875",4,2015-02-10 02:01:02,2015-02-10 02:52:16,606,"chinese",5,2,1870,2,175,1695,77,70,119,251,821
"7876",5,2015-02-09 03:46:55,2015-02-09 05:03:21,4150,"american",1,1,1099,1,1099,1099,23,22,34,446,433
"7877",1,2015-01-21 17:40:37,2015-01-21 18:36:44,3758,"cafe",4,2,870,2,295,345,4,4,7,251,614
"7878",2,2015-01-21 19:38:06,2015-01-21 20:25:11,681,"smoothie",2,8,5200,3,650,650,36,36,52,251,870
"7879",4,2015-02-09 02:14:55,2015-02-09 03:25:15,2056,"chinese",3,4,4835,4,850,1495,84,66,121,251,827
"7880",2,2015-01-24 01:09:33,2015-01-24 02:14:51,1595,"sandwich",2,4,2036,2,69,899,65,64,85,251,968
"7881",1,2015-02-03 03:25:58,2015-02-03 04:21:52,4967,"mediterranean",5,4,2645,4,475,995,43,46,75,251,575
"7882",4,2015-01-23 01:30:06,2015-01-23 02:37:09,6685,"japanese",3,5,6940,5,1095,1470,100,62,97,251,537
"7883",2,2015-02-07 02:41:32,2015-02-07 03:36:10,6209,"american",5,4,2700,3,495,965,61,58,103,251,383
"7884",1,2015-02-05 02:01:13,2015-02-05 03:40:44,5452,"pizza",5,2,2600,1,1050,1050,13,14,18,251,737
"7885",2,2015-02-17 00:12:35,2015-02-17 00:42:56,5630,"mexican",5,1,1390,1,895,895,25,23,23,251,140
"7886",2,2015-01-24 02:45:36,2015-01-24 03:46:22,5630,"mexican",5,4,2980,2,695,895,130,129,222,251,463
"7887",4,2015-02-01 20:33:23,2015-02-01 21:07:24,3562,"japanese",5,2,1525,2,700,775,26,25,34,251,557
"7888",1,2015-02-05 02:06:49,2015-02-05 03:01:38,1593,"mexican",1,3,2115,3,225,1295,24,23,23,446,126
"7889",3,2015-02-05 02:55:18,2015-02-05 03:32:52,3453,"dessert",1,3,3035,3,695,1545,21,21,22,446,424
"7890",3,2015-01-28 02:33:35,2015-01-28 03:39:09,2673,"burger",1,1,799,1,799,799,3,3,4,446,451
"7891",4,2015-02-12 03:54:59,2015-02-12 05:02:47,6000,"indian",2,5,2499,4,150,1199,88,86,115,251,878
"7892",2,2015-01-30 06:55:43,2015-01-30 07:09:14,6074,"sushi",5,2,2400,2,850,1550,3,1,1,251,195
"7893",5,2015-01-24 03:24:04,2015-01-24 04:02:18,324,"mediterranean",3,2,2190,2,1095,1095,20,18,26,251,560
"7894",4,2015-02-09 02:19:13,2015-02-09 03:50:58,6889,"dessert",1,2,3590,2,1795,1795,90,85,159,446,885
"7895",3,2015-02-13 04:05:15,2015-02-13 04:45:30,372,"chinese",4,5,4345,2,580,760,42,25,26,251,576
"7896",4,2015-02-14 21:20:27,2015-02-14 21:48:39,3917,"mediterranean",3,9,8921,7,703,1789,45,36,39,251,549
"7897",4,2015-02-11 21:21:08,2015-02-11 21:58:43,3748,"mediterranean",2,5,4995,4,600,795,31,36,41,251,888
"7898",3,2015-02-08 06:05:54,2015-02-08 06:38:11,570,"burger",2,3,1013,3,199,395,5,5,5,251,313
"7899",2,2015-02-11 15:52:43,2015-02-11 16:42:12,772,"breakfast",2,3,1545,3,225,625,4,4,4,251,1238
"7900",2,2015-01-28 03:08:02,2015-01-28 03:53:28,532,"cajun",1,3,1850,3,350,950,94,73,112,446,369
"7901",4,2015-02-03 00:15:08,2015-02-03 00:36:16,3152,"mexican",5,3,2790,3,0,1795,26,22,21,251,388
"7902",3,2015-02-12 00:47:20,2015-02-12 01:51:25,6730,"cajun",1,1,2300,1,2300,2300,0,0,0,446,900
"7903",1,2015-02-07 03:05:29,2015-02-07 04:39:10,917,"mediterranean",2,2,3408,2,1099,2199,68,67,94,251,150
"7904",5,2015-01-30 19:08:50,2015-01-30 19:46:58,1529,"mexican",1,2,1498,2,299,389,7,3,6,446,350
"7905",4,2015-01-29 19:46:39,2015-01-29 20:53:04,5583,"sandwich",2,3,1568,3,240,686,39,39,71,251,459
"7906",4,2015-01-24 01:41:14,2015-01-24 02:27:45,3770,"catering",3,3,2935,2,895,995,106,103,157,251,169
"7907",1,2015-02-06 03:52:38,2015-02-06 04:22:05,412,"indian",1,3,1199,2,100,999,48,46,47,446,469
"7908",5,2015-02-01 01:18:41,2015-02-01 01:50:44,5092,"pizza",3,2,1873,2,499,999,30,21,20,251,568
"7909",2,2015-01-22 20:04:27,2015-01-22 21:10:04,1686,"mexican",5,2,1593,2,699,799,46,45,71,251,674
"7910",2,2015-01-22 04:38:13,2015-01-22 05:09:28,2091,"japanese",1,9,4530,7,450,795,41,32,33,446,694
"7911",2,2015-01-25 22:45:05,2015-01-25 23:19:16,193,"vietnamese",5,2,2055,2,496,1017,71,78,54,251,826
"7912",2,2015-02-06 02:14:16,2015-02-06 03:05:02,5890,"greek",3,1,1050,1,1050,1050,116,67,96,251,373
"7913",4,2015-02-04 01:45:02,2015-02-04 02:18:17,861,"burger",5,3,1577,3,249,729,47,47,52,251,195
"7914",2,2015-01-31 01:32:08,2015-01-31 02:12:32,1595,"sandwich",2,1,1228,1,899,899,98,87,129,251,481
"7915",1,2015-02-01 20:08:21,2015-02-01 20:42:24,6635,"dessert",2,1,3000,1,3000,3000,25,25,30,251,867
"7916",1,2015-02-06 02:18:03,2015-02-06 03:04:30,1965,"italian",3,1,1839,1,1772,1955,62,54,47,251,439
"7917",3,2015-02-06 02:51:35,2015-02-06 03:35:38,1184,"italian",3,2,3100,2,1275,1825,13,7,7,251,430
"7918",1,2015-02-07 05:17:49,2015-02-07 06:22:01,3888,"mexican",3,6,1585,5,190,399,10,10,20,251,426
"7919",2,2015-02-09 22:15:16,2015-02-09 22:49:09,6662,"italian",3,2,1390,2,695,695,15,17,21,251,344
"7920",4,2015-02-02 21:00:32,2015-02-02 21:52:02,6040,"sandwich",5,2,1845,2,825,895,21,21,37,251,291
"7921",3,2015-02-01 22:19:02,2015-02-01 23:13:03,3992,"korean",4,3,2789,2,699,1045,14,15,15,251,781
"7922",2,2015-02-05 20:20:08,2015-02-05 21:00:04,2857,"pizza",3,1,1815,1,1655,1655,39,39,66,251,637
"7923",4,2015-02-10 20:21:53,2015-02-10 21:06:42,4212,"dim-sum",3,4,5900,4,1200,1800,63,62,104,251,745
"7924",2,2015-02-13 03:12:33,2015-02-13 03:59:25,1266,"japanese",1,3,2753,3,291,1392,65,62,87,251,761
"7925",3,2015-01-29 23:14:38,2015-01-30 00:25:23,6608,"japanese",1,3,900,3,250,250,2,2,2,446,427
"7926",5,2015-01-24 01:47:08,2015-01-24 02:30:13,5370,"american",5,4,2975,4,595,995,20,12,17,251,282
"7927",2,2015-01-22 04:57:09,2015-01-22 05:28:56,4801,"pizza",1,2,3750,2,1525,1725,54,34,39,446,469
"7928",4,2015-02-09 03:32:11,2015-02-09 04:43:13,468,"burger",1,5,3528,5,300,1429,14,9,13,446,737
"7929",1,2015-02-09 05:16:55,2015-02-09 05:36:44,5313,"salad",5,6,3590,3,135,775,16,16,13,251,367
"7930",4,2015-01-27 00:43:00,2015-01-27 01:12:46,2636,"breakfast",3,2,1500,2,350,1150,34,83,26,251,405
"7931",2,2015-01-26 00:30:33,2015-01-26 01:18:20,3813,"greek",5,3,3297,3,799,1599,65,81,88,251,740
"7932",4,2015-01-23 18:11:15,2015-01-23 18:48:05,5394,"mexican",3,5,2200,4,200,525,14,17,18,251,556
"7933",1,2015-02-14 04:09:15,2015-02-14 04:49:34,147,"sandwich",1,1,545,1,395,395,17,16,20,446,461
"7934",4,2015-02-01 01:11:07,2015-02-01 01:59:42,4616,"pizza",1,2,2500,2,1050,1275,39,40,53,446,866
"7935",1,2015-01-30 22:31:09,2015-01-30 22:52:24,598,"american",5,1,995,1,995,995,5,4,5,251,261
"7936",3,2015-02-06 19:43:49,2015-02-06 20:36:31,3021,"mexican",3,3,1985,2,595,795,26,23,28,251,793
"7937",1,2015-02-14 20:43:12,2015-02-14 22:02:37,1823,"american",1,2,2748,2,1115,1216,31,31,41,446,360
"7938",4,2015-02-15 00:09:41,2015-02-15 01:09:31,3438,"dessert",4,2,869,2,695,869,23,23,26,446,593
"7939",4,2015-02-02 00:57:52,2015-02-02 01:34:13,5648,"chinese",4,4,2335,3,190,710,40,36,46,251,391
"7940",4,2015-01-31 03:22:29,2015-01-31 04:58:11,5529,"chinese",1,4,2780,3,595,895,100,102,205,446,693
"7941",3,2015-02-03 01:19:48,2015-02-03 01:46:41,640,"chinese",4,1,3225,1,3100,3100,5,2,2,251,564
"7942",3,2015-02-15 01:34:19,2015-02-15 02:55:21,1883,"american",1,4,3328,4,500,1099,21,21,26,446,584
"7943",4,2015-02-05 01:35:17,2015-02-05 02:45:41,6889,"dessert",1,3,3465,3,175,1695,89,88,142,446,745
"7944",4,2015-02-15 02:10:45,2015-02-15 02:48:58,357,"japanese",5,3,2425,3,475,975,100,78,136,251,272
"7945",4,2015-01-22 04:28:32,2015-01-22 05:08:33,4025,"thai",5,5,5730,4,695,1450,67,45,48,251,436
"7946",3,2015-02-15 18:31:22,2015-02-15 19:51:06,5113,"breakfast",1,2,1920,2,875,1045,5,5,7,446,622
"7947",1,2015-01-28 21:37:21,2015-01-28 22:33:40,3491,"japanese",6,1,1600,1,1000,1000,16,19,28,446,518
"7948",1,2015-02-15 03:29:17,2015-02-15 05:00:02,3223,"italian",3,2,2507,2,601,1503,31,33,51,251,1040
"7949",2,2015-02-16 04:06:04,2015-02-16 04:53:10,6576,"mexican",5,3,2326,3,399,849,43,41,72,251,479
"7950",4,2015-02-17 03:56:59,2015-02-17 04:24:50,580,"dessert",2,1,800,1,700,700,61,33,39,251,732
"7951",4,2015-02-14 02:02:09,2015-02-14 03:15:24,1854,"japanese",2,4,4280,3,895,1295,116,109,203,251,283
"7952",2,2015-01-31 18:46:31,2015-01-31 19:20:15,4572,"dessert",3,4,3350,4,350,1150,37,35,40,251,558
"7953",2,2015-02-14 23:25:04,2015-02-15 00:04:13,5028,"mexican",5,1,900,1,600,600,22,21,23,251,231
"7954",5,2015-02-17 02:46:03,2015-02-17 03:35:19,6451,"korean",5,2,4600,2,1200,3400,22,15,20,251,709
"7955",1,2015-01-23 02:24:20,2015-01-23 03:08:54,6308,"mexican",1,3,3885,3,595,1695,67,64,77,446,558
"7956",4,2015-01-22 21:30:12,2015-01-22 21:54:56,2902,"burger",4,2,1028,2,279,749,48,28,24,251,618
"7957",4,2015-02-12 01:48:51,2015-02-12 02:47:23,754,"burger",5,1,1500,1,1300,1300,91,89,150,251,697
"7958",4,2015-02-01 01:03:20,2015-02-01 01:46:34,2482,"mexican",3,1,829,1,829,829,63,59,67,251,781
"7959",4,2015-01-29 00:25:16,2015-01-29 00:56:01,6838,"cafe",2,1,454,1,355,355,21,8,9,251,684
"7960",2,2015-02-18 01:44:04,2015-02-18 02:21:33,441,"american",5,2,1145,2,495,650,87,76,93,251,818
"7961",2,2015-02-10 03:01:30,2015-02-10 03:41:18,4936,"italian",2,3,4064,3,743,1353,49,35,86,251,443
"7962",1,2015-02-10 02:39:32,2015-02-10 03:39:30,415,"japanese",3,4,2490,4,100,1395,20,20,30,251,434
"7963",4,2015-02-15 02:55:24,2015-02-15 03:54:57,3152,"mexican",5,5,4185,4,0,1795,99,97,207,251,452
"7964",5,2015-02-16 21:43:29,2015-02-16 22:15:22,1814,"middle-eastern",1,3,3586,3,799,1079,10,8,8,446,551
"7965",1,2015-02-14 05:21:49,2015-02-14 05:49:33,2219,"japanese",5,1,1370,1,875,875,16,13,12,251,607
"7966",5,2015-02-17 03:02:22,2015-02-17 04:17:08,6639,"american",2,10,11590,10,500,2900,20,20,26,251,633
"7967",5,2015-02-09 23:20:53,2015-02-09 23:43:24,5122,"mediterranean",3,2,2550,1,975,975,10,4,4,251,453
"7968",1,2015-02-05 23:40:50,2015-02-06 01:33:00,2956,"fast",4,1,859,1,649,649,11,14,14,251,621
"7969",1,2015-01-25 23:45:06,2015-01-26 01:18:53,1469,"pizza",5,1,1200,1,950,950,18,22,43,251,758
"7970",3,2015-01-30 03:06:24,2015-01-30 03:55:22,2546,"peruvian",1,4,2890,4,250,1150,39,32,27,446,487
"7971",3,2015-02-15 16:03:30,2015-02-15 17:27:49,6028,"burger",1,6,2720,2,375,469,1,1,2,446,561
"7972",1,2015-01-25 02:53:29,2015-01-25 03:38:29,4709,"dessert",5,3,2700,2,700,1000,21,21,22,251,407
"7973",1,2015-01-22 19:47:09,2015-01-22 21:15:49,3491,"japanese",6,6,6100,3,200,1100,22,13,10,446,642
"7974",2,2015-01-25 03:23:42,2015-01-25 04:27:32,4243,"pizza",2,2,1800,2,750,900,107,117,177,251,638
"7975",4,2015-01-24 16:37:57,2015-01-24 17:07:00,6313,"dessert",5,3,2420,3,275,1250,11,48,9,251,437
"7976",2,2015-02-06 22:38:48,2015-02-06 23:32:33,3486,"american",1,4,1836,3,89,759,30,34,50,446,683
"7977",1,2015-02-12 02:31:02,2015-02-12 03:07:32,2722,"mexican",3,2,2364,2,875,1095,14,15,23,251,692
"7978",3,2015-01-23 19:56:11,2015-01-23 20:39:58,659,"italian",1,3,3200,3,700,1600,33,24,22,446,956
"7979",3,2015-01-22 04:02:35,2015-01-22 04:40:28,4863,"pizza",3,1,1450,1,1050,1050,87,59,83,251,521
"7980",1,2015-02-10 01:32:33,2015-02-10 02:27:39,2367,"american",1,1,675,1,675,675,12,12,13,446,815
"7981",3,2015-02-17 01:38:14,2015-02-17 02:08:13,848,"caribbean",1,1,1125,1,750,750,2,2,3,446,330
"7982",1,2015-01-22 03:32:03,2015-01-22 04:05:14,2169,"indian",3,3,1895,3,350,1195,51,38,38,251,304
"7983",2,2015-01-31 21:50:38,2015-01-31 22:18:03,6485,"asian",1,2,2400,1,1200,1200,59,58,64,446,335
"7984",3,2015-02-03 02:11:19,2015-02-03 03:07:35,613,"american",2,3,2600,3,500,1500,18,18,25,251,455
"7985",2,2015-02-08 03:09:22,2015-02-08 03:53:42,664,"vietnamese",5,3,2840,2,630,880,125,102,176,251,346
"7986",2,2015-02-15 22:26:17,2015-02-15 23:04:50,6613,"pizza",3,3,2500,3,150,1900,43,40,51,251,731
"7987",1,2015-02-17 19:56:22,2015-02-17 20:28:26,1139,"fast",4,3,3414,2,856,1279,11,11,13,251,323
"7988",3,2015-02-11 00:25:23,2015-02-11 01:01:48,5470,"pizza",3,4,2526,3,499,579,14,9,10,251,597
"7989",1,2015-02-08 01:47:22,2015-02-08 02:31:19,3276,"salad",2,2,1298,2,399,899,24,13,12,251,985
"7990",4,2015-01-23 21:42:52,2015-01-23 22:22:34,4232,"indian",3,2,2144,2,649,1495,31,38,34,251,648
"7991",5,2015-02-04 02:17:57,2015-02-04 03:21:03,1611,"american",2,3,1690,3,500,595,33,23,29,251,617
"7992",2,2015-02-01 00:53:48,2015-02-01 01:20:08,5721,"burger",4,3,1807,3,539,669,66,60,69,251,440
"7993",2,2015-02-18 01:00:21,2015-02-18 01:44:26,6791,"mexican",1,4,3400,4,150,1295,30,30,44,446,710
"7994",2,2015-01-28 02:23:30,2015-01-28 03:02:33,4210,"mexican",2,3,1255,2,355,395,97,82,114,251,737
"7995",2,2015-02-16 03:20:18,2015-02-16 04:08:44,2687,"chinese",3,3,2785,3,795,1095,129,123,207,251,746
"7996",2,2015-02-17 00:58:53,2015-02-17 01:59:10,2040,"middle-eastern",3,4,3784,3,499,1095,22,11,12,251,871
"7997",1,2015-01-27 20:03:43,2015-01-27 20:54:44,4967,"mediterranean",5,19,11155,9,125,1295,27,27,31,251,151
